prcode,active,ldate
0227846,N   ,49:10.2
0117168,Y   ,49:31.5
0211010,Y   ,49:31.8
0206760,Y   ,49:32.0
0215305,Y   ,49:32.2
0136276,Y   ,49:32.5
0205846,Y   ,50:35.7
0064355,Y   ,50:35.9
0006641,Y   ,50:36.1
0220641,Y   ,50:36.2
0173160,Y   ,50:36.6
0088502,Y   ,50:36.9
0079203,Y   ,50:37.2
0230354,N   ,50:37.4
0154475,Y   ,50:37.7
0209229,Y   ,50:59.0
0229683,N   ,50:59.2
0194169,Y   ,50:59.5
0219964,N   ,50:59.7
0137816,Y   ,51:00.0
0228162,N   ,51:00.1
0107739,Y   ,51:00.4
0020287,Y   ,51:00.7
0194329,N   ,51:00.9
0214774,Y   ,51:01.1
0007565,Y   ,51:01.2
0228170,Y   ,51:01.8
0193331,Y   ,51:44.0
0231082,Y   ,51:44.4
0226702,Y   ,51:44.7
0044676,Y   ,51:44.9
0147777,Y   ,51:45.2
0224456,N   ,51:45.4
0101162,Y   ,51:45.8
0121995,Y   ,51:46.1
0128241,Y   ,51:46.3
0197078,Y   ,52:28.6
0234452,N   ,55:54.8
0123798,Y   ,55:55.1
0218989,Y   ,56:16.4
0231845,N   ,56:16.5
0134898,Y   ,56:16.8
0183525,Y   ,56:17.1
0203855,Y   ,56:17.7
0237725,Y   ,56:17.8
0113171,Y   ,56:39.1
0224263,N   ,56:39.3
0238461,N   ,57:00.4
0082718,Y   ,57:00.7
0115312,Y   ,57:01.0
0211107,Y   ,57:01.3
0232362,N   ,57:01.5
0061773,Y   ,57:01.7
0220520,Y   ,57:02.0
0232440,N   ,57:02.1
0172400,Y   ,57:02.3
0207290,Y   ,57:02.5
0089514,Y   ,57:02.8
0239285,N   ,57:02.9
0224478,Y   ,57:03.2
0200515,Y   ,57:24.5
0215281,Y   ,57:24.8
0167645,Y   ,57:25.1
0229328,N   ,57:25.2
0061707,Y   ,57:25.6
0215984,Y   ,57:25.9
0055193,Y   ,57:26.2
0177203,Y   ,57:26.5
0222367,Y   ,57:47.7
0241588,N   ,58:08.9
0142496,Y   ,58:09.3
0182140,Y   ,58:09.6
0181225,Y   ,58:09.8
0238733,Y   ,58:10.2
0219955,N   ,58:10.4
0228350,N   ,58:10.6
0216255,Y   ,58:10.9
0072191,Y   ,58:11.2
0104100,Y   ,58:11.5
0100635,Y   ,58:11.7
0051568,Y   ,58:12.0
0214582,Y   ,58:12.1
0228239,N   ,58:12.2
0223803,Y   ,58:12.4
0227223,N   ,58:33.6
0215307,Y   ,58:33.9
0221889,Y   ,58:34.2
0215534,Y   ,58:34.4
0215616,Y   ,58:34.6
0208181,Y   ,58:34.9
0044656,Y   ,58:35.2
0212053,N   ,58:35.4
0201090,Y   ,58:35.7
0200178,Y   ,58:57.2
0193049,Y   ,58:57.5
0205577,Y   ,58:57.8
0225130,Y   ,58:58.1
0218420,Y   ,59:19.4
0012438,Y   ,00:01.9
0232356,N   ,00:02.2
0206086,Y   ,00:02.6
0224760,Y   ,00:02.9
0231627,Y   ,00:03.2
0229466,N   ,00:03.3
0239332,N   ,00:03.4
0216493,Y   ,00:24.7
0008279,Y   ,00:25.1
0227476,N   ,00:25.3
0136472,Y   ,00:25.6
0170595,Y   ,00:25.9
0223090,Y   ,00:26.2
0210555,Y   ,00:26.5
0196637,Y   ,00:26.8
0203569,N   ,00:26.9
0217043,Y   ,00:48.3
0183077,Y   ,00:48.6
0234478,N   ,01:09.8
0055069,Y   ,01:10.1
0236962,N   ,01:10.3
0179517,Y   ,01:10.5
0193069,Y   ,01:10.8
0127061,Y   ,01:11.2
0203065,Y   ,01:11.5
0204108,Y   ,01:11.8
0129074,Y   ,01:33.1
0179510,Y   ,01:33.5
0154052,Y   ,01:33.8
0195121,Y   ,01:34.1
0196634,Y   ,01:34.3
0232577,N   ,01:34.5
0119852,Y   ,01:34.6
0214222,Y   ,01:34.9
0217325,Y   ,01:35.2
0179839,Y   ,01:35.4
0220103,N   ,01:35.5
0221780,Y   ,01:35.8
0192305,Y   ,01:57.2
0196177,Y   ,01:57.5
0230725,N   ,01:57.7
0215381,Y   ,01:58.0
0096170,Y   ,01:58.3
0161274,Y   ,01:58.5
0193303,Y   ,01:58.8
0188507,Y   ,01:59.0
0223798,Y   ,01:59.1
0212179,Y   ,01:59.4
0227426,N   ,01:59.6
0202661,Y   ,01:59.9
0211215,N   ,02:21.1
0216654,Y   ,02:21.5
0218547,Y   ,02:21.7
0204898,Y   ,03:04.0
0213295,Y   ,03:04.2
0235585,N   ,03:04.4
0210794,Y   ,03:04.6
0199225,Y   ,03:04.9
0128746,Y   ,03:05.2
0206027,Y   ,03:05.5
0225553,N   ,03:26.7
0218082,Y   ,03:27.0
0221902,Y   ,03:48.3
0070989,Y   ,03:48.5
0214022,Y   ,03:48.8
0226258,N   ,04:10.0
0232591,Y   ,04:10.3
0222779,Y   ,04:10.6
0236992,N   ,04:10.8
0208657,Y   ,04:11.0
0197156,Y   ,04:11.2
0224394,Y   ,04:11.5
0133833,Y   ,04:11.8
0142143,Y   ,04:12.1
0197996,Y   ,04:12.4
0224599,Y   ,04:12.6
0216566,Y   ,04:12.9
0132115,Y   ,04:13.1
0168045,Y   ,04:13.3
0227399,N   ,04:55.6
0223765,N   ,04:55.8
0222747,N   ,04:56.0
0237493,N   ,04:56.2
0235323,Y   ,04:56.5
0201287,Y   ,05:59.8
0128078,Y   ,06:00.2
0173387,Y   ,06:00.4
0233984,N   ,06:00.5
0215299,Y   ,06:00.8
0193649,Y   ,06:01.1
0213976,Y   ,06:01.4
0119857,Y   ,06:01.7
0078640,Y   ,06:02.0
0211105,Y   ,06:23.4
0118891,Y   ,06:44.7
0186188,Y   ,06:44.9
0242676,N   ,07:27.1
0218968,N   ,07:27.3
0087460,Y   ,07:27.4
0205782,Y   ,07:27.7
0046644,Y   ,07:28.1
0119143,Y   ,07:28.5
0232550,Y   ,07:28.7
0203963,Y   ,07:28.9
0022836,Y   ,07:29.2
0231603,Y   ,08:32.5
0121453,Y   ,08:32.9
0076245,Y   ,08:33.2
0076249,Y   ,08:33.5
0217488,Y   ,08:54.8
0218668,Y   ,08:55.0
0230628,N   ,09:16.2
0206519,N   ,09:16.4
0038617,Y   ,09:16.5
0221942,Y   ,09:16.8
0230478,N   ,09:16.8
0156374,Y   ,09:17.1
0137949,Y   ,09:17.4
0180555,Y   ,09:17.7
0235247,N   ,09:17.9
0036102,N   ,09:18.1
0112822,Y   ,09:18.4
0130719,Y   ,09:18.6
0125692,Y   ,10:01.0
0221320,Y   ,10:01.3
0185735,Y   ,10:01.6
0228084,N   ,10:01.9
0076324,Y   ,10:23.2
0100224,Y   ,10:23.5
0215719,Y   ,10:23.7
0076454,Y   ,10:24.1
0217458,Y   ,10:24.3
0222083,Y   ,10:24.6
0224461,Y   ,10:24.8
0192972,Y   ,10:25.1
0220787,Y   ,11:07.3
0214510,Y   ,11:07.7
0206338,Y   ,11:08.0
0133071,Y   ,11:08.2
0201299,Y   ,11:08.4
0131170,Y   ,11:08.7
0065898,N   ,11:08.8
0236964,N   ,11:08.9
0222360,Y   ,11:09.1
0208460,Y   ,11:09.2
0233391,N   ,11:09.4
0222025,Y   ,11:09.7
0061123,Y   ,11:09.9
0225410,N   ,11:10.1
0152610,Y   ,11:31.4
0221166,N   ,11:31.6
0072744,Y   ,11:31.8
0051840,Y   ,11:53.0
0221152,Y   ,11:53.3
0206254,Y   ,11:53.6
0228468,N   ,11:53.8
0047808,Y   ,11:54.1
0234521,N   ,12:17.3
0207732,Y   ,12:17.6
0025751,Y   ,12:17.9
0164938,Y   ,12:18.2
0206259,Y   ,12:18.5
0202002,Y   ,12:18.8
0213413,Y   ,12:19.1
0215990,Y   ,12:19.3
0195002,Y   ,12:19.6
0240438,N   ,12:20.7
0197663,Y   ,12:42.1
0089268,Y   ,12:42.5
0221085,Y   ,12:42.8
0190948,N   ,13:04.0
0219875,Y   ,13:04.2
0191839,Y   ,13:04.4
0106253,Y   ,13:04.7
0220477,N   ,13:04.8
0242340,Y   ,13:26.2
0121639,Y   ,13:26.5
0204169,Y   ,13:26.8
0049449,Y   ,13:27.2
0045974,Y   ,13:27.5
0209569,Y   ,13:27.8
0234465,Y   ,13:49.1
0215547,Y   ,13:49.5
0201294,Y   ,13:49.8
0228650,N   ,13:50.0
0229629,N   ,13:50.0
0224005,Y   ,13:50.3
0206785,Y   ,13:50.7
0235007,N   ,13:50.8
0236430,N   ,13:51.0
0237757,N   ,13:51.2
0217802,Y   ,13:51.3
0008299,Y   ,13:51.6
0210413,Y   ,13:51.8
0177129,Y   ,14:13.1
0199104,Y   ,14:13.4
0199140,Y   ,14:13.5
0240478,N   ,14:13.7
0197727,Y   ,14:13.9
0235912,N   ,14:13.9
0154911,Y   ,14:14.2
0228238,N   ,14:14.4
0127622,Y   ,14:14.7
0187398,Y   ,14:15.0
0202515,Y   ,14:15.3
0167830,Y   ,14:36.6
0220863,Y   ,14:36.9
0190877,Y   ,14:37.2
0191042,Y   ,14:37.5
0228554,N   ,14:37.5
0183073,Y   ,14:37.9
0201656,Y   ,14:39.3
0215081,Y   ,15:00.6
0150019,Y   ,15:00.9
0194516,Y   ,15:01.3
0223512,Y   ,15:01.6
0220273,N   ,15:01.8
0224243,N   ,15:02.0
0227491,Y   ,15:44.3
0159666,Y   ,16:05.7
0087196,Y   ,16:07.1
0236649,N   ,16:07.3
0174874,Y   ,16:07.6
0023998,Y   ,16:08.0
0142248,Y   ,16:08.5
0211096,Y   ,16:29.8
0099666,Y   ,16:30.1
0224507,N   ,16:30.2
0206031,Y   ,16:30.5
0106561,Y   ,16:30.8
0232042,N   ,16:30.9
0227800,N   ,16:31.0
0117678,Y   ,16:31.1
0224057,Y   ,16:31.4
0186067,Y   ,16:31.6
0164170,Y   ,16:31.9
0176549,Y   ,16:32.3
0153461,Y   ,16:32.5
0184872,Y   ,16:32.8
0169694,Y   ,16:33.0
0198235,Y   ,16:54.2
0109265,Y   ,16:54.6
0182086,N   ,16:54.7
0028652,Y   ,16:55.0
0065643,Y   ,16:55.3
0056233,Y   ,16:55.6
0186887,Y   ,17:16.9
0209920,Y   ,17:17.2
0151717,Y   ,17:17.5
0111282,Y   ,17:17.8
0211946,Y   ,17:18.1
0045579,Y   ,17:18.5
0191835,Y   ,18:21.7
0218878,Y   ,18:22.1
0220881,N   ,19:04.3
0213108,Y   ,19:04.6
0147594,Y   ,19:04.9
0008420,Y   ,19:05.2
0197390,Y   ,19:05.5
0207716,Y   ,19:05.8
0231330,N   ,19:05.8
0233235,N   ,19:06.0
0235739,N   ,19:48.2
0224651,Y   ,19:48.4
0123805,Y   ,19:48.8
0134085,Y   ,19:49.1
0210703,Y   ,20:53.4
0233593,N   ,20:53.6
0222438,Y   ,20:53.9
0230692,Y   ,20:54.1
0232552,Y   ,20:54.2
0230242,N   ,20:54.3
0201877,Y   ,20:54.5
0126769,Y   ,21:15.8
0223174,Y   ,21:16.1
0043914,Y   ,21:16.4
0167023,Y   ,21:16.8
0207747,Y   ,21:17.1
0218134,Y   ,21:17.4
0212808,Y   ,21:17.7
0204699,Y   ,21:18.0
0150322,Y   ,21:18.3
0046379,Y   ,21:18.6
0175342,Y   ,21:39.9
0070924,Y   ,21:40.3
0132760,Y   ,21:40.6
0170136,Y   ,22:02.0
0210074,Y   ,22:02.3
0188888,Y   ,22:02.6
0188138,N   ,22:02.7
0204339,Y   ,22:03.1
0236388,N   ,22:03.2
0236822,Y   ,22:03.4
0209900,Y   ,22:03.7
0221073,Y   ,22:04.0
0237843,N   ,22:04.2
0217257,Y   ,22:04.5
0221078,Y   ,22:04.6
0200983,Y   ,22:25.9
0207738,Y   ,22:26.2
0180576,Y   ,22:26.5
0229201,N   ,22:26.7
0094391,Y   ,22:27.0
0226825,N   ,23:28.9
0209916,Y   ,23:29.2
0220858,Y   ,23:50.4
0037206,Y   ,23:50.7
0209621,Y   ,23:51.0
0215906,Y   ,23:51.1
0131621,Y   ,23:51.4
0220796,Y   ,24:12.6
0226384,N   ,24:12.8
0217807,Y   ,24:13.1
0202854,Y   ,24:13.4
0114815,Y   ,24:34.6
0221271,Y   ,24:34.9
0211923,Y   ,24:35.1
0206436,Y   ,24:35.4
0207711,Y   ,24:35.7
0160222,Y   ,24:35.9
0215080,Y   ,24:57.2
0167729,Y   ,24:57.5
0205391,Y   ,24:57.7
0043991,Y   ,24:57.9
0165019,Y   ,24:58.2
0008302,Y   ,24:58.4
0235205,N   ,25:19.6
0236246,N   ,25:19.8
0217689,Y   ,25:41.1
0222358,Y   ,25:41.4
0210180,Y   ,25:41.7
0205387,Y   ,25:42.0
0199435,Y   ,25:42.2
0147817,Y   ,25:42.5
0198108,Y   ,25:42.8
0203925,Y   ,25:43.0
0194957,Y   ,25:43.3
0110079,Y   ,26:04.6
0069213,Y   ,26:04.8
0081298,Y   ,26:05.1
0216975,Y   ,26:05.3
0222404,Y   ,26:05.6
0234542,N   ,26:05.8
0192137,Y   ,26:06.0
0198355,Y   ,26:06.3
0186543,Y   ,26:27.6
0207344,Y   ,26:27.9
0048480,Y   ,26:28.2
0144491,Y   ,26:28.3
0062421,Y   ,26:28.6
0070858,Y   ,26:28.8
0202656,Y   ,26:29.1
0194466,Y   ,26:29.4
0131353,Y   ,27:32.6
0098065,Y   ,27:32.9
0093427,Y   ,27:33.2
0221267,N   ,27:33.4
0139030,Y   ,27:54.5
0079623,Y   ,27:54.5
0222048,N   ,27:54.7
0226953,N   ,27:54.9
0222155,Y   ,27:55.2
0221145,Y   ,28:16.4
0004664,Y   ,28:16.7
0202978,Y   ,28:17.0
0190682,Y   ,28:17.3
0085064,Y   ,28:17.6
0071206,Y   ,28:17.8
0177924,Y   ,28:17.9
0237666,N   ,28:18.1
0215063,Y   ,28:18.4
0084897,Y   ,28:18.5
0190603,Y   ,28:18.7
0008416,Y   ,28:19.0
0176145,Y   ,28:19.3
0216077,Y   ,28:19.5
0206065,Y   ,28:19.6
0196035,N   ,28:19.7
0221323,Y   ,28:41.0
0234529,N   ,28:41.2
0235045,Y   ,28:41.5
0226357,N   ,28:41.7
0208487,N   ,28:41.9
0037137,Y   ,28:42.2
0140961,Y   ,29:03.4
0182445,Y   ,29:03.7
0202195,Y   ,29:03.9
0229933,N   ,29:04.1
0216120,N   ,29:04.3
0070960,Y   ,29:04.5
0102396,Y   ,29:04.8
0100346,Y   ,29:05.1
0203533,Y   ,29:05.3
0229791,N   ,29:05.4
0189182,Y   ,29:05.7
0157891,Y   ,29:05.9
0213362,Y   ,29:48.2
0230342,Y   ,29:48.5
0234773,N   ,29:48.6
0057430,Y   ,29:48.9
0195346,Y   ,29:49.2
0226690,N   ,29:49.4
0205599,Y   ,29:49.6
0235558,N   ,29:49.9
0157735,Y   ,29:50.1
0207809,Y   ,30:11.4
0235017,N   ,30:11.6
0203035,Y   ,30:11.7
0203282,N   ,30:11.9
0086972,Y   ,30:12.2
0216853,Y   ,30:12.4
0167015,Y   ,30:12.6
0238862,N   ,30:12.7
0230029,N   ,30:12.9
0075576,Y   ,30:13.1
0162323,Y   ,30:13.4
0241604,N   ,30:13.8
0237883,Y   ,30:35.1
0205024,Y   ,30:35.4
0110356,Y   ,30:35.5
0239288,N   ,30:35.8
0134032,Y   ,30:35.9
0134442,Y   ,31:18.2
0220826,Y   ,31:39.5
0226971,N   ,31:39.8
0217620,Y   ,31:40.0
0211896,Y   ,32:22.3
0218362,N   ,32:22.5
0200741,Y   ,32:22.8
0071183,N   ,32:23.0
0190539,N   ,32:23.1
0201284,Y   ,32:23.2
